Theta1,Theta2,Omega1,Omega2
40,-39,-13.13371575238978,56.643063542247965
40,-40,-12.639876540987359,55.23764811096156
40,-41,-12.166164463411473,53.90222563395765
40,-42,-11.711101952250015,52.631842246039824
40,-43,-11.273347425721228,51.42200667312426
40,-44,-10.851679791342914,50.26863772326081
40,-45,-10.44498501370992,49.16801878166532
40,-46,-10.052244432177085,48.11675824407287
40,-47,-9.672524567719991,47.111755004123665
40,-48,-9.30496820169442,46.15016825788434
40,-49,-8.948786544682534,45.2293910089251
40,-50,-8.603252342697282,44.34702675603665
40,-51,-8.267693791966355,43.500868926921974
40,-52,-7.941489153321566,42.688882688387864
40,-53,-7.62406197366071,41.90918881934214
40,-54,-7.314876835648781,41.160049379387424
40,-55,-7.0134355682836675,40.43985494468087
40,-56,-6.719273860566722,39.74711321536149
40,-57,-6.431958228615805,39.0804388263262
40,-58,-6.15108329339778,38.43854421635271
40,-59,-5.876269332053258,37.82023143024422
40,-60,-5.607160070711744,37.224384745396215
40,-61,-5.343420690893158,36.649964028445616
40,-62,-5.0847360251796685,36.09599873985337
40,-63,-4.830808920915328,35.56158251472152
40,-64,-4.581358753332432,35.04586825712921
40,-65,-4.33612007177705,34.5480636930114
40,-66,-4.094841364669225,34.06742733329117
40,-67,-3.8572839305309867,33.603264804766155
40,-68,-3.6232208438871654,33.154925511275316
40,-69,-3.39243600612221,32.72179959204461
40,-70,-3.164723272488606,32.30331514792194
40,-71,-2.9398856474321597,31.898935709543622
40,-72,-2.71773454124595,31.508157924391497
40,-73,-2.498089081805073,31.130509442261086
40,-74,-2.2807754757823324,30.765546980912504
40,-75,-2.065626414313062,30.412854555661717
40,-76,-1.852480518575434,30.07204185842249
41,-39,-13.35306572360134,56.92222071765551
41,-40,-12.858547689277945,55.51487342639075
41,-41,-12.384184455194482,54.177615300524536
41,-42,-11.928496422899997,52.905485665362214
41,-43,-11.490140166497385,51.693987073191515
41,-44,-11.067892915011642,50.53903272212576
41,-45,-10.660639101703627,49.436900888585754
41,-46,-10.267358665694704,48.38419530626546
41,-47,-9.887116844816195,47.37781060607744
41,-48,-9.519055242105793,46.414902079167845
41,-49,-9.16238398388925,45.492859145574286
41,-50,-8.816374816508644,44.60928200989792
41,-51,-8.480355012741692,43.76196106672526
41,-52,-8.153701978788217,42.94885868581625
41,-53,-7.835838469163435,42.1680930629336
41,-54,-7.5262283305568625,41.4179238687368
41,-55,-7.224372707189043,40.69673946709657
41,-56,-6.929806649827397,40.003045506862115
41,-57,-6.64209607873026,39.33545471863119
41,-58,-6.360835057637416,38.69267777132191
41,-59,-6.085643341728949,38.07351506304878
41,-60,-5.816164167406388,37.47684933755408
41,-61,-5.552062255953926,36.90163903172529
41,-62,-5.29302200672998,36.34691227193626
41,-63,-5.03874585861766,35.811761447415414
41,-64,-4.788952801107262,35.29533829783834
41,-65,-4.543377018660932,34.79684946009363
41,-66,-4.3017666539752035,34.31555242586621
41,-67,-4.0638826774571415,33.85075186748016
41,-68,-3.8294978517037097,33.40179629447615
41,-69,-3.5983957810539007,32.96807500777592
41,-70,-3.370370037397155,32.54901532210462
41,-71,-3.145223354392575,32.14408003067696
41,-72,-2.9227668831010516,31.75276508907504
41,-73,-2.7028195027739543,31.37459749780987
41,-74,-2.4852071811907632,31.0091333653134
41,-75,-2.2697623795069064,30.655956135096165
41,-76,-2.056323497071996,30.31467496256113
42,-39,-13.568348221639438,57.18403883321454
42,-40,-13.073301999378831,55.77518837358962
42,-41,-12.598432104424155,54.43650194064055
42,-42,-12.14225735798562,53.16301356124397
42,-43,-11.703432899271338,51.950220984025364
42,-44,-11.280734651281367,50.79403304204093
42,-45,-10.873045855755027,49.690724036589536
42,-46,-10.47934536230062,48.63689407385955
42,-47,-10.098697410342815,47.62943446796144
42,-48,-9.730242686077261,46.66549747164679
42,-49,-9.373190472176463,45.74246971662848
42,-50,-9.02681173714475,44.85794884431914
42,-51,-8.690433035229105,44.00972288925598
42,-52,-8.363431107645438,43.195752044833995
42,-53,-8.045228092360986,42.41415249688659
42,-54,-7.73528726340724,41.66318205725131
42,-55,-7.433109232183744,40.94122736843244
42,-56,-7.138228552851991,40.24679248318315
42,-57,-6.850210682035704,39.57848865037778
42,-58,-6.568649249899706,38.93502516181758
42,-59,-6.293163605489796,38.315201134338714
42,-60,-6.023396604153197,37.717898118357354
42,-61,-5.7590126090674945,37.142073438281685
42,-62,-5.49969568250239,36.586754182440686
42,-63,-5.245147945520032,36.05103177065611
42,-64,-4.995088087467249,35.53405703658834
42,-65,-4.74925000889225,35.035035769745676
42,-66,-4.507381583486234,34.553224668750104
42,-67,-4.269243526352032,34.08792766325573
42,-68,-4.03460835737745,33.63849256695521
42,-69,-3.803259449772239,33.20430802849095
42,-70,-3.574990154942809,32.7848007509108
42,-71,-3.349602995850781,32.37943295364626
42,-72,-3.126908921850082,31.987700053916505
42,-73,-2.906726618739492,31.609128547028266
42,-74,-2.688881868417061,31.243274067299005
42,-75,-2.4732069530922716,30.889719613320946
42,-76,-2.259540099511298,30.54807392304132
42,-77,-2.0477249590889772,30.217969985689965
43,-39,-13.779497669369682,57.42843813659073
43,-40,-13.28407405504679,56.01851365810353
43,-41,-12.808842149191069,54.67880669492721
43,-42,-12.35231964385532,53.404347488193324
43,-43,-11.913160653010474,52.19063035429441
43,-44,-11.490140166497389,51.03356100743867
43,-45,-11.082140574709204,49.92941090868688
43,-46,-10.688139948793488,48.874777572362596
43,-47,-10.307201814809964,47.866549942709824
43,-48,-9.938466203867575,46.901878101537044
43,-49,-9.581141795845722,45.97814668828977
43,-50,-9.234499003481034,45.09295151297368
43,-51,-8.897863867627873,44.24407892386288
43,-52,-8.570612654368901,43.42948755933226
43,-53,-8.252167061145727,42.64729216911391
43,-54,-7.9419899528237785,41.89574923691088
43,-55,-7.6395815601001695,41.1732441753053
43,-56,-7.344476082309813,40.478279896634376
43,-57,-7.056238644807914,39.80946659107603
43,-58,-6.7744625679685395,39.1655125664769
43,-59,-6.498766910653165,38.54521602419542
43,-60,-6.228794255944426,37.9474576620123
43,-61,-5.964208711151536,37.37119400946544
43,-62,-5.704694097693158,36.81545141319729
43,-63,-5.449952309547309,36.27932060038527
43,-64,-5.199701821607287,35.76195175733884
43,-65,-4.953676331563844,35.26255006811026
43,-66,-4.711623520902948,34.7803716646753
43,-67,-4.473303922311705,34.31471994604793
43,-68,-4.2384898822614065,33.86494222873499
43,-69,-4.006964608819177,33.43042669532314
43,-70,-3.778521295855563,33.01059961181476
43,-71,-3.552962315788116,32.60492278767127
43,-72,-3.330098473850469,32.21289125544975
43,-73,-3.1097483176188696,31.834031149486744
43,-74,-2.891737496178458,31.467897765343317
43,-75,-2.675898163881233,31.114073783716087
43,-76,-2.4620684241476316,30.772167644278724
43,-77,-2.250091809202175,30.441812056475165
43,-78,-2.0398167920189576,30.122662635667982
44,-39,-13.986449748624853,57.655344181388756
44,-40,-13.490799653071859,56.244775160693635
44,-41,-13.01535049655729,54.904455755009074
44,-42,-12.558619293501888,53.62941393355822
44,-43,-12.11925954260932,52.41514195297554
44,-44,-11.696045673711197,51.25754365578031
44,-45,-11.287859566289214,50.1528887985444
44,-46,-10.89367882431961,49.097773340156465
44,-47,-10.512566545756217,48.08908480265196
44,-48,-10.143662368576104,47.12397196500888
44,-49,-9.786174610909356,46.19981827106947
44,-50,-9.439373351964251,45.31421843177213
44,-51,-9.102584324497014,44.46495778342756
44,-52,-8.775183509452448,43.64999403120903
44,-53,-8.456592339903104,42.86744106301291
44,-54,-8.146273435164899,42.11555456549965
44,-55,-7.843726797467101,41.39271921314818
44,-56,-7.5484864132054215,40.697437233907166
44,-57,-7.2601172089336,40.028318182607684
44,-58,-6.978212319113472,39.38406977660362
44,-59,-6.702390628460581,38.763489667855275
44,-60,-6.43229455666561,38.16545804245809
44,-61,-6.167588057485569,37.58893095293103
44,-62,-5.907954807799154,37.03293430081414
44,-63,-5.653096565306222,36.49655839761389
44,-64,-5.40273167620182,35.97895304115025
44,-65,-5.156593716437497,35.47932305212808
44,-66,-4.914430252152668,34.9969242224664
44,-67,-4.67600170656277,34.53105963273039
44,-68,-4.441080322068049,34.08107630105483
44,-69,-4.209449207629931,33.64636213033613
44,-70,-3.9809014625782386,33.22634312429609
44,-71,-3.7552393689857464,32.820480846364184
44,-72,-3.5322736455963337,32.42827009825329
44,-73,-3.311822757035889,32.0492367976739
44,-74,-3.0937122726856203,31.682936036891924
44,-75,-2.8777742701674627,31.3289503058279
44,-76,-2.663846778891373,30.986887865154987
44,-77,-2.4517732595531614,30.656381256411514
44,-78,-2.2414021158568502,30.337085937525757
44,-79,-2.032586235073682,30.028679033380183
45,-39,-14.189141419796801,57.86468784982925
45,-40,-13.693415822834293,56.453903959914406
45,-41,-13.217894242079737,55.1133803859966
45,-42,-12.761093466053579,53.83814433991916
45,-43,-12.321666788349589,52.6236873916609
45,-44,-11.898388452110662,51.46591275978144
45,-45,-11.490140166497385,50.36108963263194
45,-46,-11.095899379746408,49.30581345057013
45,-47,-10.714729047095112,48.29697126151379
45,-48,-10.345768675463297,47.33171141011998
45,-49,-9.988226462385704,46.407416941656116
45,-50,-9.641372375883204,45.521682200667584
45,-51,-9.304532046002201,44.672292186109665
45,-52,-8.977081358631905,43.85720429205692
45,-53,-8.6584416587129,43.07453211909791
45,-54,-8.34807548370295,42.32253108818524
45,-55,-8.045482759667635,41.59958562773846
45,-56,-7.750197402015742,40.9041977375536
45,-57,-7.461784271027109,40.23497676065789
45,-58,-7.179836439186552,39.59063021755434
45,-59,-6.903972733155052,38.969955577051955
45,-60,-6.633835518153796,38.371832854667076
45,-61,-6.369088696750528,37.795217943896205
45,-62,-6.109415897639051,37.23913659789687
45,-63,-5.85451883308857,36.702678989604486
45,-64,-5.604115806390346,36.18499478732939
45,-65,-5.357940352912078,35.685288690648306
45,-66,-5.115740000340433,35.20281637811653
45,-67,-4.877275135396571,34.73688082413884
45,-68,-4.642317965786875,34.28682894738255
45,-69,-4.410651567434189,33.85204855750458
45,-70,-4.1820690081515535,33.43196557079095
45,-71,-3.956372539893761,33.02604146865215
45,-72,-3.7333728525718453,32.633770975845195
45,-73,-3.512888383158771,32.25467993786456
45,-74,-3.294744674465064,31.888323379204206
45,-75,-3.078773778533378,31.534283726186192
45,-76,-2.8648137001010032,31.1921691798108
45,-77,-2.652707876018425,30.861612225642126
45,-78,-2.4423046868973013,30.542268269125014
45,-79,-2.2334569975994776,30.233814385959
46,-39,-14.387510941038986,58.056405373802875
46,-40,-13.891860845485995,56.64583635310777
46,-41,-13.416411688971433,55.30551694742323
46,-42,-12.959680485916028,54.03047512597238
46,-43,-12.520320735023457,52.81620314538967
46,-44,-12.097106866125337,51.65860484819445
46,-45,-11.68892075870335,50.55394999095854
46,-46,-11.294740016733748,49.4988345325706
46,-47,-10.913627738170353,48.4901459950661
46,-48,-10.544723560990244,47.52503315742301
46,-49,-10.187235803323494,46.60087946348361
46,-50,-9.840434544378393,45.71527962418629
46,-51,-9.503645516911151,44.86601897584168
46,-52,-9.176244701866583,44.051055223623166
46,-53,-8.857653532317244,43.26850225542705
46,-54,-8.547334627579037,42.51661575791379
46,-55,-8.244787989881239,41.793780405562316
46,-56,-7.9495476056195615,41.09849842632132
46,-57,-7.661178401347738,40.42937937502182
46,-58,-7.379273511527615,39.785130969017764
46,-59,-7.103451820874718,39.16455086026941
46,-60,-6.833355749079748,38.56651923487224
46,-61,-6.568649249899706,37.98999214534516
46,-62,-6.309016000213293,37.433995493228274
46,-63,-6.05415775772036,36.89761959002802
46,-64,-5.80379286861596,36.380014233564395
46,-65,-5.557654908851634,35.88038424454221
46,-66,-5.315491444566807,35.39798541488054
46,-67,-5.077062898976911,34.93212082514454
46,-68,-4.842141514482183,34.482137493468954
46,-69,-4.610510400044067,34.04742332275027
46,-70,-4.381962654992376,33.62740431671022
46,-71,-4.156300561399883,33.22154203877831
46,-72,-3.933334838010473,32.829331290667426
46,-73,-3.7128839494500268,32.45029799008803
46,-74,-3.49477346509976,32.083997229306064
46,-75,-3.278835462581602,31.730011498242035
46,-76,-3.064907971305512,31.387949057569124
46,-77,-2.8528344519672983,31.057442448825658
46,-78,-2.642463308270987,30.738147129939893
46,-79,-2.4336474274878213,30.429740225794326
46,-80,-2.22624374676087,30.131919384552447
47,-39,-14.581497887073589,58.23043835429464
47,-40,-14.086074272750684,56.82051387580742
47,-41,-13.610842366894964,55.480806912631095
47,-42,-13.15431986155922,54.20634770589723
47,-43,-12.715160870714374,52.99263057199831
47,-44,-12.29214038420129,51.83556122514257
47,-45,-11.8841407924131,50.73141112639078
47,-46,-11.490140166497385,49.67677779006648
47,-47,-11.109202032513865,48.668550160413716
47,-48,-10.740466421571472,47.70387831924095
47,-49,-10.383142013549618,46.78014690599366
47,-50,-10.03649922118493,45.894951730677576
47,-51,-9.699864085331772,45.046079141566786
47,-52,-9.372612872072798,44.23148777703615
47,-53,-9.054167278849626,43.44929238681781
47,-54,-8.74399017052768,42.69774945461479
47,-55,-8.441581777804066,41.975244393009184
47,-56,-8.146476300013711,41.280280114338275
47,-57,-7.858238862511812,40.61146680877993
47,-58,-7.576462785672439,39.96751278418079
47,-59,-7.300767128357068,39.34721624189933
47,-60,-7.030794473648326,38.74945787971618
47,-61,-6.766208928855434,38.17319422716934
47,-62,-6.5066943153970564,37.617451630901186
47,-63,-6.251952527251211,37.081320818089175
47,-64,-6.001702039311185,36.563951975042734
47,-65,-5.755676549267741,36.06455028581415
47,-66,-5.513623738606847,35.58237188237919
47,-67,-5.2753041400156055,35.116720163751836
47,-68,-5.040490099965306,34.66694244643889
47,-69,-4.808964826523077,34.23242691302704
47,-70,-4.580521513559462,33.81259982951865
47,-71,-4.354962533492014,33.40692300537517
47,-72,-4.132098691554366,33.01489147315365
47,-73,-3.9117485353227694,32.63603136719065
47,-74,-3.6937377138823533,32.269897983047215
47,-75,-3.477898381585131,31.916074001419982
47,-76,-3.2640686418515297,31.574167861982616
47,-77,-3.052092026906076,31.24381227417908
47,-78,-2.841817009722857,30.92466285337188
47,-79,-2.6330965447944803,30.61639687197735
47,-80,-2.425787634634825,30.318712116314952
47,-81,-2.2197509191856963,30.031325840876985
48,-39,-14.771043167597636,58.386733779172715
48,-40,-14.275996945337026,56.97788331954782
48,-41,-13.801127050382354,55.639196886598754
48,-42,-13.344952303943819,54.36570850720218
48,-43,-12.90612784522954,53.15291592998358
48,-44,-12.483429597239565,51.996727987999144
48,-45,-12.07574080171323,50.893418982547736
48,-46,-11.682040308258816,49.83958901981775
48,-47,-11.301392356301013,48.83212941391964
48,-48,-10.93293763203546,47.86819241760499
48,-49,-10.575885418134662,46.945164662586684
48,-50,-10.229506683102946,46.06064379027733
48,-51,-9.893127981187304,45.21241783521419
48,-52,-9.566126053603636,44.398446990792195
48,-53,-9.24792303831918,43.616847442844794
48,-54,-8.937982209365439,42.86587700320951
48,-55,-8.63580417814194,42.14392231439064
48,-56,-8.340923498810188,41.44948742914135
48,-57,-8.0529056279939,40.78118359633598
48,-58,-7.771344195857903,40.137720107775785
48,-59,-7.495858551447995,39.51789608029691
48,-60,-7.226091550111396,38.920593064315554
48,-61,-6.961707555025694,38.34476838423989
48,-62,-6.702390628460584,37.78944912839888
48,-63,-6.447842891478231,37.25372671661431
48,-64,-6.197783033425447,36.73675198254653
48,-65,-5.951944954850448,36.237730715703876
48,-66,-5.710076529444432,35.75591961470831
48,-67,-5.471938472310229,35.29062260921393
48,-68,-5.237303303335649,34.84118751291341
48,-69,-5.00595439573044,34.40700297444915
48,-70,-4.777685100901008,33.987495696869
48,-71,-4.552297941808979,33.582127899604465
48,-72,-4.329603867808277,33.1903949998747
48,-73,-4.109421564697689,32.81182349298647
48,-74,-3.89157681437526,32.445969013257205
48,-75,-3.6759018990504697,32.09241455927914
48,-76,-3.4622350454694923,31.750768868999515
48,-77,-3.2504199050471745,31.42066493164816
48,-78,-3.0403050661842674,31.101758624924795
48,-79,-2.8317435953862136,30.793727467085482
48,-80,-2.6245926040961414,30.496269474662878
48,-81,-2.418712838414245,30.20910211753244
49,-39,-14.956089045282532,58.52524403933671
49,-40,-14.46157101095913,57.11789674807193
49,-41,-13.98720777687567,55.78063862220571
49,-42,-13.531519744581178,54.50850898704338
49,-43,-13.09316348817857,53.29701039487269
49,-44,-12.670916236692829,52.14205604380694
49,-45,-12.263662423384817,51.039924210266946
49,-46,-11.870381987375893,49.987218627946646
49,-47,-11.490140166497383,48.98083392775862
49,-48,-11.122078563786976,48.01792540084902
49,-49,-10.765407305570433,47.09588246725545
49,-50,-10.41939813818983,46.2123053315791
49,-51,-10.083378334422882,45.364984388406455
49,-52,-9.756725300469405,44.55188200749744
49,-53,-9.438861790844621,43.771116384614785
49,-54,-9.129251652238045,43.02094719041797
49,-55,-8.827396028870233,42.29976278877777
49,-56,-8.532829971508583,41.606068828543314
49,-57,-8.245119400411445,40.938478040312376
49,-58,-7.963858379318606,40.295701093003096
49,-59,-7.688666663410137,39.67653838472997
49,-60,-7.419187489087576,39.07987265923527
49,-61,-7.155085577635112,38.50466235340647
49,-62,-6.89604532841117,37.94993559361745
49,-63,-6.641769180298848,37.4147847690966
49,-64,-6.391976122788449,36.89836161951953
49,-65,-6.146400340342122,36.399872781774825
49,-66,-5.904789975656391,35.91857574754739
49,-67,-5.666905999138334,35.45377518916135
49,-68,-5.432521173384899,35.004819616157334
49,-69,-5.2014191027350885,34.57109832945711
49,-70,-4.973393359078344,34.15203864378581
49,-71,-4.748246676073765,33.74710335235815
49,-72,-4.525790204782239,33.355788410756226
49,-73,-4.305842824455144,32.97762081949106
49,-74,-4.088230502871952,32.61215668699459
49,-75,-3.8727857011880964,32.25897945677736
49,-76,-3.659346818753184,31.917698284242324
49,-77,-3.447757673797671,31.58794655020026
49,-78,-3.2378670162704175,31.26938049951105
49,-79,-3.029528069447077,30.9616779945016
49,-80,-2.822598097225248,30.66453737390482
49,-81,-2.6169379942816176,30.37767640904076
49,-82,-2.4124118964932113,30.100831349836863
50,-39,-15.136579153361339,58.645926943219536
50,-40,-14.642739941958919,57.24051151193312
50,-41,-14.169027864383029,55.90508903492918
50,-42,-13.713965353221571,54.63470564701138
50,-43,-13.276210826692786,53.424870074095814
50,-44,-12.854543192314473,52.27150112423238
50,-45,-12.447848414681484,51.17088218263689
50,-46,-12.05510783314864,50.11962164504441
50,-47,-11.675387968691561,49.11461840509523
50,-48,-11.307831602665983,48.1530316588559
50,-49,-10.951649945654092,47.23225440989666
50,-50,-10.606115743668846,46.34989015700822
50,-51,-10.27055719293792,45.50373232789356
50,-52,-9.94435255429313,44.69174608935944
50,-53,-9.626925374632268,43.91205222031371
50,-54,-9.317740236620342,43.16291278035899
50,-55,-9.016298969255226,42.44271834565242
50,-56,-8.722137261538284,41.749976616333065
50,-57,-8.434821629587367,41.083302227297764
50,-58,-8.153946694369338,40.44140761732427
50,-59,-7.879132733024821,39.823094831215776
50,-60,-7.6100234716833,39.227248146367764
50,-61,-7.346284091864721,38.65282742941718
50,-62,-7.087599426151226,38.09886214082493
50,-63,-6.833672321886889,37.56444591569308
50,-64,-6.584222154303989,37.04873165810076
50,-65,-6.3389834727486125,36.550927093982956
50,-66,-6.097704765640786,36.07029073426273
50,-67,-5.860147331502545,35.60612820573771
50,-68,-5.626084244858725,35.15778891224687
50,-69,-5.395299407093765,34.72466299301617
50,-70,-5.167586673460162,34.3061785488935
50,-71,-4.942749048403716,33.90179911051517
50,-72,-4.72059794221751,33.51102132536306
50,-73,-4.500952482776629,33.13337284323264
50,-74,-4.2836388767538915,32.76841038188407
50,-75,-4.068489815284625,32.41571795663328
50,-76,-3.8553439195469967,32.07490525939406
50,-77,-3.644045222161553,31.745606174233867
50,-78,-3.434442680697493,31.42747741788387
50,-79,-3.226389719910288,31.12019729486808
50,-80,-3.019743799630817,30.823464558008627
50,-81,-2.8143660054850845,30.536997366039717
50,-82,-2.6101206598502493,30.260532330937483
